NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING		24	0.8151106	1.8441843	0.0	0.005234772	0.32	1394	tags=50%, list=11%, signal=56%	
ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2	ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2		31	0.7700016	1.8439862	0.0	0.005247135	0.322	1123	tags=48%, list=9%, signal=53%	
PROTEIN FOLDING%REACTOME DATABASE ID RELEASE 83%391251	PROTEIN FOLDING%REACTOME DATABASE ID RELEASE 83%391251		78	0.6608889	1.84263	0.0	0.0053920876	0.335	1167	tags=29%, list=9%, signal=32%	
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2		60	0.688852	1.8420076	0.0	0.0054283915	0.341	2123	tags=57%, list=16%, signal=67%	
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044		28	0.7992471	1.8406686	0.0018484289	0.005516247	0.349	896	tags=29%, list=7%, signal=31%	
GRANULOCYTE MIGRATION%GOBP%GO:0097530	GRANULOCYTE MIGRATION%GOBP%GO:0097530		26	0.7937326	1.8398634	0.0	0.005512666	0.351	1533	tags=50%, list=12%, signal=57%	
RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME%R-HSA-5663213.1	RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME%R-HSA-5663213.1		32	0.7692323	1.8356354	0.0	0.006084978	0.384	996	tags=38%, list=8%, signal=41%	
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2	AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2		47	0.7266641	1.8352139	0.0	0.006088421	0.388	2264	tags=70%, list=18%, signal=85%	
PARASITE INFECTION%REACTOME%R-HSA-9664407.1	PARASITE INFECTION%REACTOME%R-HSA-9664407.1		44	0.7088005	1.8342565	0.0	0.0061785965	0.395	1020	tags=32%, list=8%, signal=34%	
HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034109	HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034109		36	0.74216545	1.8327256	0.0017857143	0.006366226	0.408	1642	tags=44%, list=13%, signal=51%	
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.4	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.4		58	0.6888923	1.8278347	0.0	0.0071531776	0.448	1829	tags=52%, list=14%, signal=60%	
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 83%69541	STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 83%69541		51	0.6958284	1.8272619	0.0	0.007194775	0.451	2264	tags=69%, list=18%, signal=83%	
RRNA PROCESSING%GOBP%GO:0006364	RRNA PROCESSING%GOBP%GO:0006364		139	0.60658187	1.8258456	0.0	0.0073813125	0.459	2020	tags=40%, list=16%, signal=46%	
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS		58	0.69828135	1.8241704	0.0	0.0075989203	0.474	909	tags=29%, list=7%, signal=31%	
STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION	STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%STABILIZATION AND EXPANSION OF THE E-CADHERIN ADHERENS JUNCTION		36	0.749274	1.8209246	0.0	0.008049377	0.495	1748	tags=44%, list=14%, signal=51%	
PARKIN-UBIQUITIN PROTEASOMAL SYSTEM PATHWAY%WIKIPATHWAYS_20220510%WP2359%HOMO SAPIENS	PARKIN-UBIQUITIN PROTEASOMAL SYSTEM PATHWAY%WIKIPATHWAYS_20220510%WP2359%HOMO SAPIENS		41	0.73389614	1.8174287	0.0	0.0085489005	0.515	1057	tags=34%, list=8%, signal=37%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 83%1474244	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 83%1474244		179	0.58336294	1.8133074	0.0	0.009317254	0.556	1283	tags=30%, list=10%, signal=32%	
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69580	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69580		58	0.6896988	1.8123432	0.0	0.0094403615	0.568	2496	tags=69%, list=19%, signal=85%	
NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME DATABASE ID RELEASE 83%2995410	NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME DATABASE ID RELEASE 83%2995410		59	0.6930599	1.8113135	0.0017482517	0.009504437	0.575	2058	tags=39%, list=16%, signal=46%	
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 83%389957	PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 83%389957		25	0.7927794	1.8089896	0.0	0.009895791	0.596	1038	tags=56%, list=8%, signal=61%	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178		63	0.6604392	1.8074484	0.0	0.010179638	0.608	1897	tags=51%, list=15%, signal=59%	
MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME%R-HSA-2129379.1	MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME%R-HSA-2129379.1		23	0.79469216	1.8065145	0.0	0.010291588	0.614	1123	tags=48%, list=9%, signal=52%	
INTERLEUKIN-1 FAMILY SIGNALING%REACTOME%R-HSA-446652.7	INTERLEUKIN-1 FAMILY SIGNALING%REACTOME%R-HSA-446652.7		107	0.6194918	1.8054223	0.0	0.010444719	0.623	1897	tags=44%, list=15%, signal=51%	
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY		91	0.62888694	1.8040053	0.0	0.010626786	0.636	2046	tags=33%, list=16%, signal=39%	
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401		29	0.7698336	1.8030885	0.0	0.010861168	0.645	905	tags=34%, list=7%, signal=37%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69563	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 83%69563		58	0.6896988	1.8030294	0.0	0.010780458	0.645	2496	tags=69%, list=19%, signal=85%	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.3	ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%R-HSA-2022090.3		36	0.7339894	1.8024771	0.0	0.010818533	0.648	1641	tags=47%, list=13%, signal=54%	
POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687	POSITIVE REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002687		58	0.6746689	1.8016049	0.0	0.010961809	0.658	1696	tags=38%, list=13%, signal=43%	
POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 83%389977	POST-CHAPERONIN TUBULIN FOLDING PATHWAY%REACTOME DATABASE ID RELEASE 83%389977		17	0.8392039	1.8012745	0.0019417476	0.010924416	0.658	1038	tags=35%, list=8%, signal=38%	
SKIN DEVELOPMENT%GOBP%GO:0043588	SKIN DEVELOPMENT%GOBP%GO:0043588		49	0.6968151	1.799748	0.0	0.011178629	0.67	698	tags=35%, list=5%, signal=37%	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238		21	0.8113892	1.799552	0.0	0.011119305	0.671	883	tags=43%, list=7%, signal=46%	
OREXIN RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP5094%HOMO SAPIENS	OREXIN RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP5094%HOMO SAPIENS		69	0.6620856	1.7976018	0.0	0.011429196	0.685	1331	tags=35%, list=10%, signal=39%	
INFLAMMATORY RESPONSE%GOBP%GO:0006954	INFLAMMATORY RESPONSE%GOBP%GO:0006954		110	0.6226555	1.7964339	0.0	0.011632977	0.691	854	tags=21%, list=7%, signal=22%	
REGULATION OF PTEN STABILITY AND ACTIVITY%REACTOME DATABASE ID RELEASE 83%8948751	REGULATION OF PTEN STABILITY AND ACTIVITY%REACTOME DATABASE ID RELEASE 83%8948751		64	0.664974	1.796125	0.0017953322	0.011581299	0.693	2278	tags=55%, list=18%, signal=66%	
GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621	GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621		23	0.8105258	1.7959003	0.0	0.011510842	0.693	1414	tags=52%, list=11%, signal=58%	
MAPK6 MAPK4 SIGNALING%REACTOME DATABASE ID RELEASE 83%5687128	MAPK6 MAPK4 SIGNALING%REACTOME DATABASE ID RELEASE 83%5687128		79	0.6460557	1.7955121	0.0	0.011500834	0.695	2264	tags=57%, list=18%, signal=69%	
SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 83%373755	SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 83%373755		52	0.68966097	1.7947911	0.0	0.011628651	0.704	1000	tags=29%, list=8%, signal=31%	
UCH PROTEINASES%REACTOME DATABASE ID RELEASE 83%5689603	UCH PROTEINASES%REACTOME DATABASE ID RELEASE 83%5689603		78	0.63866436	1.7945518	0.0	0.011608067	0.706	2264	tags=50%, list=18%, signal=60%	
REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024	REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING%GOBP%GO:1900024		38	0.7306926	1.7931241	0.0	0.011791228	0.716	1598	tags=42%, list=12%, signal=48%	
UBIQUITINÂ€“PROTEASOME PATHWAY%SMPDB%SMP0063816	UBIQUITINÂ€“PROTEASOME PATHWAY%SMPDB%SMP0063816		26	0.79420155	1.7928894	0.0	0.011760085	0.717	2264	tags=81%, list=18%, signal=98%	
FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 83%9664422	FCGR3A-MEDIATED PHAGOCYTOSIS%REACTOME DATABASE ID RELEASE 83%9664422		44	0.7088005	1.791943	0.0	0.01191985	0.723	1020	tags=32%, list=8%, signal=34%	
LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.1	LEISHMANIA PHAGOCYTOSIS%REACTOME%R-HSA-9664417.1		44	0.7088005	1.7914493	0.0	0.011945504	0.727	1020	tags=32%, list=8%, signal=34%	
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4		50	0.6965495	1.7913941	0.0	0.011867117	0.727	2011	tags=52%, list=16%, signal=61%	
PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.6	PEPTIDE LIGAND-BINDING RECEPTORS%REACTOME%R-HSA-375276.6		43	0.70436877	1.7903584	0.0017921147	0.012023563	0.735	869	tags=37%, list=7%, signal=40%	
SEMA4D IN SEMAPHORIN SIGNALING%REACTOME DATABASE ID RELEASE 83%400685	SEMA4D IN SEMAPHORIN SIGNALING%REACTOME DATABASE ID RELEASE 83%400685		21	0.80597043	1.7902013	0.0019230769	0.011954792	0.735	1000	tags=38%, list=8%, signal=41%	
HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.2	HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.2		34	0.7245231	1.7892904	0.0018656716	0.01206197	0.743	1546	tags=35%, list=12%, signal=40%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1		136	0.5937653	1.7866055	0.0	0.0124857575	0.761	1309	tags=29%, list=10%, signal=32%	
RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273	RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273		62	0.661342	1.7843738	0.0017889087	0.013006633	0.774	1581	tags=39%, list=12%, signal=44%	
NEUTROPHIL MIGRATION%GOBP%GO:1990266	NEUTROPHIL MIGRATION%GOBP%GO:1990266		23	0.785335	1.7832109	0.0	0.013193138	0.779	1414	tags=48%, list=11%, signal=54%	
CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222	CELLULAR RESPONSE TO LIPOPOLYSACCHARIDE%GOBP%GO:0071222		50	0.6862542	1.7816161	0.0018761726	0.013538737	0.792	1325	tags=32%, list=10%, signal=36%	
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME DATABASE ID RELEASE 83%1234176	OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME DATABASE ID RELEASE 83%1234176		58	0.66683835	1.780176	0.0	0.013834909	0.802	1897	tags=59%, list=15%, signal=68%	
OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS	OSTEOPONTIN-MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%OSTEOPONTIN-MEDIATED EVENTS		28	0.76504266	1.7769626	0.0	0.014550504	0.824	1123	tags=36%, list=9%, signal=39%	
DNA REPLICATION%REACTOME DATABASE ID RELEASE 83%69306	DNA REPLICATION%REACTOME DATABASE ID RELEASE 83%69306		114	0.6114524	1.7769612	0.0	0.0144508425	0.824	2496	tags=50%, list=19%, signal=61%	
SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS	SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS		26	0.7713126	1.776926	0.0	0.014361316	0.824	721	tags=35%, list=6%, signal=37%	
RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2	RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2		16	0.87503827	1.7761334	0.0019455253	0.014514207	0.827	790	tags=44%, list=6%, signal=47%	
POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057	POSITIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051057		29	0.74643934	1.7760253	0.006024096	0.014433863	0.828	918	tags=31%, list=7%, signal=33%	
RRNA METABOLIC PROCESS%GOBP%GO:0016072	RRNA METABOLIC PROCESS%GOBP%GO:0016072		161	0.5848252	1.7759883	0.0	0.014346247	0.828	2020	tags=35%, list=16%, signal=41%	
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001		55	0.6735288	1.7752812	0.001858736	0.014437605	0.832	769	tags=18%, list=6%, signal=19%	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041		28	0.75675476	1.7742963	0.0019305019	0.014687128	0.839	1414	tags=36%, list=11%, signal=40%	
REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032231	REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032231		62	0.6610813	1.7742622	0.0	0.014624933	0.84	1000	tags=27%, list=8%, signal=30%	
LEUKOCYTE MIGRATION%GOBP%GO:0050900	LEUKOCYTE MIGRATION%GOBP%GO:0050900		77	0.64455456	1.7738763	0.0	0.014679532	0.843	1533	tags=36%, list=12%, signal=41%	
POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887	POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887		26	0.76591593	1.7727745	0.0	0.014865354	0.848	704	tags=19%, list=5%, signal=20%	
ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS	ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA4 BETA1 INTEGRIN SIGNALING EVENTS		27	0.76546574	1.7725228	0.003921569	0.0148924	0.85	996	tags=37%, list=8%, signal=40%	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 83%68867	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 83%68867		75	0.6509373	1.7724515	0.0	0.014821585	0.851	2315	tags=53%, list=18%, signal=65%	
MATURATION OF 5.8S RRNA%GOBP%GO:0000460	MATURATION OF 5.8S RRNA%GOBP%GO:0000460		31	0.74424106	1.7708069	0.0	0.015173236	0.857	2020	tags=52%, list=16%, signal=61%	
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079	REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0000079		62	0.6651574	1.7672732	0.0	0.0161004	0.873	1543	tags=31%, list=12%, signal=35%	
POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303	POSITIVE REGULATION OF WOUND HEALING%GOBP%GO:0090303		24	0.7898304	1.7666752	0.0	0.016136192	0.875	455	tags=50%, list=4%, signal=52%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4		81	0.6394047	1.7653134	0.0	0.0164642	0.881	2346	tags=52%, list=18%, signal=63%	
ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 83%5619084	ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 83%5619084		64	0.64673954	1.76454	0.0	0.016645432	0.883	2123	tags=53%, list=16%, signal=63%	
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718	POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718		36	0.7251099	1.7629042	0.0018832391	0.017045768	0.889	575	tags=22%, list=4%, signal=23%	
VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS	VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF TAP63 ISOFORMS		39	0.7109439	1.7611637	0.0	0.017510643	0.898	1615	tags=41%, list=12%, signal=47%	
POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025	POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0035025		15	0.83741146	1.7607247	0.0	0.017544197	0.901	633	tags=40%, list=5%, signal=42%	
PID_ERBB1_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ERBB1_DOWNSTREAM_PATHWAY	PID_ERBB1_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_ERBB1_DOWNSTREAM_PATHWAY		74	0.64263546	1.7604885	0.0	0.017554246	0.903	1809	tags=38%, list=14%, signal=44%	
SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE	SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY FOCAL ADHESION KINASE		52	0.6756552	1.7499918	0.0	0.021362841	0.943	1557	tags=31%, list=12%, signal=35%	
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%R-HSA-167246.2	TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%R-HSA-167246.2		34	0.7245231	1.748584	0.0038461538	0.021729477	0.945	1546	tags=35%, list=12%, signal=40%	
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2	FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%R-HSA-167158.2		29	0.726066	1.744479	0.0020661156	0.023180215	0.955	2405	tags=45%, list=19%, signal=55%	
RESPONSE TO WOUNDING%GOBP%GO:0009611	RESPONSE TO WOUNDING%GOBP%GO:0009611		164	0.5641695	1.7436807	0.0	0.023336787	0.956	877	tags=25%, list=7%, signal=26%	
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002	DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002		90	0.6139751	1.7417455	0.0	0.02399763	0.963	2346	tags=49%, list=18%, signal=59%	
PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 83%4086400	PCP CE PATHWAY%REACTOME DATABASE ID RELEASE 83%4086400		78	0.61648184	1.7416776	0.0	0.023887761	0.963	1897	tags=47%, list=15%, signal=55%	
SIGNALING EVENTS MEDIATED BY PRL%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PRL	SIGNALING EVENTS MEDIATED BY PRL%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY PRL		18	0.8114278	1.7377151	0.0	0.025456669	0.971	1091	tags=50%, list=8%, signal=55%	
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579	POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0046579		27	0.73967505	1.7366854	0.0019047619	0.025765173	0.974	918	tags=30%, list=7%, signal=32%	
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 83%201681	TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 83%201681		144	0.57629967	1.7366035	0.0	0.025669135	0.974	2044	tags=38%, list=16%, signal=45%	
INTERLEUKIN-10 SIGNALING%REACTOME DATABASE ID RELEASE 83%6783783	INTERLEUKIN-10 SIGNALING%REACTOME DATABASE ID RELEASE 83%6783783		15	0.837923	1.7359005	0.0	0.0257774	0.974	1467	tags=60%, list=11%, signal=68%	
LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:0007159	LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:0007159		20	0.7889312	1.7341958	0.002008032	0.026375283	0.976	741	tags=35%, list=6%, signal=37%	
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593		21	0.79658943	1.7335945	0.004048583	0.02647101	0.978	1414	tags=52%, list=11%, signal=59%	
THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.1	THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME%R-HSA-164952.1		19	0.7983576	1.732362	0.003976143	0.026793215	0.98	1606	tags=37%, list=12%, signal=42%	
PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY		25	0.7544505	1.7320662	0.0	0.0268144	0.98	721	tags=32%, list=6%, signal=34%	
NEGATIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045806	NEGATIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045806		27	0.74057776	1.7320579	0.0039525693	0.026666254	0.98	1414	tags=37%, list=11%, signal=41%	
CELLULAR EXTRAVASATION%GOBP%GO:0045123	CELLULAR EXTRAVASATION%GOBP%GO:0045123		16	0.82286566	1.7312456	0.0020491802	0.02684984	0.981	451	tags=25%, list=3%, signal=26%	
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952		70	0.6305641	1.7302549	0.0	0.027121961	0.981	1307	tags=30%, list=10%, signal=33%	
CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219	CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219		54	0.6577764	1.729173	0.0018281536	0.02738983	0.981	1325	tags=31%, list=10%, signal=35%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE		96	0.6032893	1.7290832	0.0	0.027276075	0.981	1480	tags=38%, list=11%, signal=42%	
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2	SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2		107	0.60051686	1.728931	0.0	0.02724573	0.981	2496	tags=49%, list=19%, signal=60%	
